article_id,text,category_keyword,source
NEWS_0441,"(CNN) -- John McCain tried to make Barack Obama's celebrity status a campaign issue last summer, but there's no debate about the president-elect's ability to draw famous and talented Americans to his inauguration. 

Bruce Springsteen campaigns for Barack Obama in Cleveland, Ohio, on November 2, 2008. 

Dozens of major celebrities will perform on several nationally televised shows, as well as 10 inaugural balls the evening after Obama is sworn in as the 44th U.S. president. 

The celebration will open Sunday evening on the steps of the Lincoln Memorial with a free concert so star-studded it's hard to choose a headliner. 

Beyonce, Bono and Bruce Springsteen are on the list. 

Other musical performers include Mary J. Blige, Garth Brooks, Sheryl Crow, Renee Fleming, Josh Groban, Herbie Hancock, Heather Headley, John Legend, Jennifer Nettles, John Mellencamp, Usher Raymond IV, Shakira, James Taylor, will.i.am, and Stevie Wonder. 

In addition, Jamie Foxx, Martin Luther King III, Queen Latifah and Denzel Washington will take the stage to deliver historical readings. More performers will likely be named. 

Executive Producer George Stevens Jr. said the intention is ""to root the event in history, celebrating the moments when our nation has united to face great challenges and prevail.""  See how inaugurations have changed over the years » 

Don Mischer, who directed the opening ceremony of the 1996 Olympics and ` recent Super Bowl half-time shows, is directing this event. 

""We will have the statue of Abraham Lincoln looking down on our stage and a crowd of hundreds of thousands of people lining the mall -- a tableau any director would relish,"" Mischer said. 

Admission will be free, but security will be tight. Check out an interactive map of Washington 

Five gates leading into the area, including one around the Reflecting Pool at the base of the Lincoln Memorial, open at 8 a.m. ET Sunday. Performances start at 2:30 p.m. 

HBO paid for exclusive rights to televise Sunday's show, but its feed will be free to all cable and satellite viewers from 7 p.m. to 9 p.m. ET. It cannot be seen through local broadcast television stations. 

The Disney Channel will carry Monday night's big event -- ""Kids' Inaugural: We Are The Future"" -- from 8 p.m. to 9:30 p.m. ET. Those who don't have cable will be able to hear it live on Radio Disney or watch it online later at Disney.com. 

Musical performers will include the Jonas Brothers, Miley Cyrus, Demi Lovato and Bow Wow. 

Singer-actress Keke Palmer -- star of Nickelodeon's ""True Jackson, VP"" -- is one of the hosts for the show, which will be staged in Washington's Verizon Center. 

Palmer, 15, hopes to meet Obama's daughters Sasha, 7, and Malia, 10, backstage Monday night. 

Palmer said she moved from Chicago to Los Angeles when she was about the same age as Malia is now, and Obama's election is ""very special for my family and me, being from Chicago and all."" 

""I also feel like I know what Sasha and Malia are experiencing in terms of leaving Chicago at an early age, having to attend a brand new school, a new house, just new everything,"" Palmer said. ""It's not easy, but as long as you have great parents, which we all three have, then it turns out OK."" 

There should be plenty of celebrity sightings at the swearing-in ceremony at noon ET Tuesday or in the parade starting at 2:30 p.m. Viewers will have no trouble finding a television broadcast of those events. 

Palmer said she will likely view the inaugural parade from a viewing stand at the Pennsylvania Avenue headquarters of the National Council of Negro Women. 

""Hey, either way I'm so happy to be a part of it no matter how small,"" she said. ""This is historic!"" 

While inaugural ball tickets are tough to get, one of the 10 balls Tuesday evening will be shown live on ABC television from 8 to 10 p.m.",concert,news-qa-summarization
NEWS_0442,"CHICAGO, Illinois (CNN) -- The body found inside an SUV Monday morning has been confirmed to be Oscar-winning actress Jennifer Hudson's 7-year-old nephew, a top FBI official said. The white SUV where the child's body was found is taken away to be examined by investigators. The medical examiner positively identified the body found in the white Chevrolet Suburban as Julian King, Chicago Police Superintendent Jody Weis said Monday afternoon. Julian had been shot to death, said police spokeswoman Monique Bond. Police are collecting evidence from the Suburban and reviewing surveillance tapes from all over the city as the investigation continues, Weis told reporters. ""There's a lot of work to be done. We'll be sure we go through this thoroughly,"" he said. Asked about possible motives, Weis said, ""We don't know what the motive really was at this time. But, clearly you have people who do know each other, so it wasn't a case of a stranger-type homicide."" Earlier Monday Deputy Chief Cmdr. Wayne Gulliford said police found the body inside a parked white Chevy Suburban with a license plate matching the description in the child's Amber Alert, after responding to ""a call about a suspicious auto"" on Chicago's West Side at approximately 7 a.m. He had no details on the body, pending the medical examiner's report. Julian has been missing since Hudson's mother and brother were found dead in their home Friday.  Watch police say they've ID'd the body » Over the weekend, Hudson offered a $100,000 reward for the safe return of her nephew. ""Please keep praying for our family and that we get Julian King back home safely,"" Hudson said in a posting on her MySpace page Sunday. ""If anyone has any information about his whereabouts please contact the authorities immediately."" Hudson also posted two pictures of her nephew wearing the brown-and-orange striped polo shirt he was wearing when he was last seen. Earlier, Hudson viewed the bodies of her mother, Darnell Donerson, and brother, Jason Hudson, the Cook County medical examiner's office told CNN on Sunday. They were found shot to death Friday in their South Side Chicago home.  Watch the latest on the Hudson case » Julian's stepfather, William Balfour, was detained over the weekend for questioning in connection with the case, a police spokesperson told CNN. He was subsequently transferred to prison on a parole violation charge, the spokesperson said. No charges had been filed against anyone in connection with the murders. According to the Illinois Department of Corrections, Balfour, 27, spent nearly seven years in prison for attempted murder, vehicular hijacking and possessing a stolen vehicle. Chicago news station WLS reported Saturday that Julian was not with Balfour when he was detained. Hudson's sister, Julia Balfour, made an emotional appeal Saturday for the safe return of her son. ""My greatest fear has already happened, my greatest hope is for having my child. I just want my son,"" Julia Balfour said. ""That's all I have to say. Just let my baby go."" William Balfour's mother, Michele Davis-Balfour, also urged the public to focus on finding Julian and said her son had nothing to do with the slayings. ""Out of no means did my son do this. This heinous crime to this family is unbelievable. It's unbearable,"" Davis-Balfour told WLS. Watch Davis-Balfour's emotional appeal » Deputy Police Chief Joseph Patterson said the bodies of Hudson's mother and brother were found about 3 p.m. Friday, when a relative arrived and found the body of a woman on the living room floor. The relative backed out of the house and called police, Patterson said. Authorities found a man shot to death in a bedroom. The Cook County medical examiner's office said Saturday that Donerson and Jason Hudson suffered multiple gunshot wounds and ruled the deaths homicides. Neighbors reported hearing gunshots earlier Friday, Patterson said. Authorities found no signs of forced entry to the",actress,news-qa-summarization
NEWS_0443,"(CNN) -- Some legendary names in music and art are voicing their support for the Occupy movement, with a music compilation record called ""Occupy This Album,"" the album producers say. 

David Crosby, Jackson Brown, Devo, Third Eye Blind, Yo La Tengo, Lloyd Cole, The Guthrie Family and filmmaker/activist Michael Moore have signed on to the project, the producers said in a press release. 

The album was inspired by the Occupy Wall Street movement and will ""provide an anthem and rallying cry for the protesters involved in the uprising,"" producers say. 

Graham Nash, a member of the Rock and Roll Hall of Fame and former member of the band Crosby, Stills and Nash has also signed on to help with the project, according to the press release. 

""The Occupation movement is really the voice of the people, it's an idea that's been a long time coming. I fully support their non-violent protests against a system that is carefully crafted in favor of the rich one percent,"" Nash is quoted as saying. 

Producers of the album say all of the proceeds will benefit the Occupy movement. 50% of the proceeds will be donated to the Occupy Wall Street General Fund. The other half of money generated will be distributed evenly among the major occupations across the country, according to Jason Samel of Music for Occupy, who is producing the album. 

According to the press release, ""Occupy This Album"" is supposed to be released this winter.",album,news-qa-summarization
NEWS_0444,"CAIRO, Egypt (CNN) -- An Egyptian business tycoon and a former police officer have been found guilty of last July's slaying of a rising Lebanese pop singer. Suzanne Tamim was found dead in her Dubai apartment in July. The case, with its high-profile victim and defendant, has captivated Egypt and the region. A judge convicted and sentenced to death real estate mogul Hisham Talaat Moustafa and the former officer Muhsen el Sukkari on Thursday. Egypt's Grand Mufti -- the country's highest religious official -- will review the sentence and rule on June 25 if the men will be executed, the judge said. Because the two men were sentenced under Islamic law, it is widely expected that they would be hanged. Moustafa's lawyer told reporters outside the courtroom that he will appeal the conviction, saying there was ""a one million percent guarantee"" the sentence would be overturned. The singer, Suzanne Tamim, was found slain in her apartment in the United Arab Emirates. She had been stabbed and her throat slit. Prosecutors alleged that Moustafa, a parliament member for the ruling National Democratic Party, paid el Sukkari $2 million to kill Tamim. During the trial, Moustafa's lawyer told CNN his client loved the singer, but could not take Tamim as a second wife because his family objected. Polygamy is legal in Egypt, and it's not unusual for men -- such as Moustafa, a married father of three -- to take on additional wives. Prosecutors have said Tamim's death was a ""means of taking revenge,"" but have not elaborated. Moustafa and el Sukkari claim the prosecution's evidence could have been fabricated or tampered with by UAE authorities and should not be used against them. Although Tamim was killed in the United Arab Emirates, the Egyptian judiciary tried the case in Cairo because the accused were arrested in Egypt. After his arrest in September, Egyptian authorities indicted Moustafa, stripped him of his parliamentary immunity and jailed him pending trial. He also resigned as chairman of Talaat Moustafa Group -- a conglomerate with construction and real estate arms that was founded by his father, Talaat Moustafa. Moustafa's brother, Tarek Talaat Moustafa, now chairs the company. CNN's Raja Razek and Housam Ahmed contributed to this story.",singer,news-qa-summarization
NEWS_0445,"(CNN) -- Hundreds of people attending Comic-Con in San Diego, California, will transform into zombies on Thursday. A ""zombie walk"" at Comic-Con will promote the upcoming ""Zombieland"" movie. They'll converge in a ""zombie walk"" through the San Diego Convention Center to promote Woody Harrelson's upcoming post-apocalyptic comedy, ""Zombieland."" Comic-Con is an annual gathering of 125,000 people whose interests include comic book and science fiction film and TV, anime, toys and video games. Major movie studios and TV networks use the convention to launch their latest productions. Zombie movies have been on the rise in recent years, and the type of zombies on the big screen has been evolving with the times. George Romero's 1968 film ""Night of the Living Dead"" -- followed by ""Dawn of the Dead"" -- popularized zombies ""based on the original Haitian voodoo kind of zombie, the supernatural being, the walking dead or the undead,"" said ""Zombieland"" director Ruben Fleischer. Zombie films made ""a seismic shift in zombies with Danny Boyle's film '28 Days Later,' where it became a more viral-based thing, a diseased population, as opposed to from the grave,"" Fleischer said. In ""Zombieland,"" living people are infected by a fast-spreading virus that turns them into ""this other being"" that is fast, ferocious and flesh-eating, he said. ""These modern zombies are reflective of some of the perils of what can happen with overpopulation and disease control and how quickly things can spread and become a problem."" iReport.com: Going to Comic-Con? Fleischer, along with screenwriters Rhett Reese and Paul Wernick, consulted a disease expert ""to get to the bottom of what the modern pandemic would be,"" he said. ""When swine flu happened, it was after we finished shooting, but it just really reminded me of how these things can spread so quickly and a whole population can be devastated,"" he said. While about 500 extras were hired to be zombies in Fleischer's movie, even more Comic-Con participants could take part in Thursday's zombie walk. Sony has hired professional makeup artists to get them ready. Fleischer said those portraying a modern zombie should think like ""a rabid dog."" Don't lumber along like Frankenstein's monster, but move with ""a real furious anger and intensity"" and ""a lot of grunting and snarling and growling,"" he said. ""Zombies don't talk."" Hunger is a modern zombie's chief motivation, he said: ""I think that they're definitely cannibalistic. They want to eat people."" What does a modern zombie wear? Fleischer's zombies come as they are, whether in a work uniform or dressed for the mall. ""It's as if you were at the mall and some zombies attacked and everyone there got turned into a zombie,"" he said. ""They'd be wearing the same clothes that they had before. They'd be dressed in the same way."" Fleischer developed a list of 150 types of zombies for his film, including construction workers, moms, a punk rocker and preppie zombies. ""They're just people who got infected, like a modern pandemic,"" he said. ""Zombieland"" -- which hits theaters October 9 -- brings out the humor in killing zombies, which is Harrelson's specialty. ""They're not easy to kill, so sometimes you've got to get them more than once,"" Fleischer said. ""You've got to make sure you get them because they'll keep coming if you don't."" Harrelson blamed post-traumatic stress from filming for his scuffle with a TMZ photographer at an airport the day after shooting wrapped in Georgia in April. ""With my daughter at the airport I was startled by a paparazzo who I quite understandably mistook for a zombie,"" Harrelson said. While Harrelson will be at Comic-Con to promote the movie, it was",film,news-qa-summarization
NEWS_0446,"New York (CNN)  -- Rapper Lil Wayne will go directly to jail after he is sentenced by a Manhattan judge Tuesday afternoon for a gun conviction, according to a person familiar with the case. 

Dwayne Carter, as he is known legally, pleaded guilty to felony gun charges in a deal with prosecutors October 2009. He is expected to get a one-year prison sentence. 

His sentencing was delayed three weeks so he could get some dental work done, including removal of his diamond-studded braces. 

The person familiar with the case would not confirm where Wayne would serve his sentence. 

The plea agreement was a result of the rapper's 2007 arrest outside New York's Beacon Theater. 

According to police, Wayne had a .40-caliber pistol on his tour bus. 

""It's not his gun, they know whose gun it is,"" Wayne's attorney, Stacey Richman, said after a hearing last month. 

In an unrelated case, Wayne also faces felony drug possession and weapons charges in the state of Arizona. 

Lil Wayne is a multiplatinum-selling and Grammy-winning rap artist. His hits include ""The Block is Hot"" and ""Lollipop,"" and his album ""Tha Carter III"" was the top-selling disc of 2008. His latest album, ""Rebirth,"" was released last month. 

CNN's Jennifer Rizzo contributed to this report.",rapper,news-qa-summarization
NEWS_0447,"(CNN) -- Early each morning, millions of farmers around the world rise to toil in their fields. By night, gangs of mobsters scheme and legions of poker players shuffle up and deal. 

Sure, none of it's real. But the overwhelming popularity of so-called social gaming -- simple games that let people play with their friends on networking sites such as Facebook -- is changing the face of video games, experts say. 

And as the maker of popular titles like FarmVille and Mafia Wars, San Francisco, California-based Zynga has ridden the games' skyrocketing popularity to the top of that emerging market. 

For Zynga founder Mark Pincus, the formula for gaming success on Facebook, MySpace and other sites was as simple as it might seem counterintuitive: create simple games that people like but can easily set aside. 

""We built the games so they could be played in a tab on your browser while you're on a conference call,"" said Pincus, a veteran Web entrepreneur who created Zynga in 2007. 

Of course, they've been helped by the massive growth of Facebook, where the games are so popular they've spawned ""fan"" pages devoted to complaining about having to watch friends play them. 

Facebook, with its 400 million users, is where the vast majority of people play FarmVille and Mafia Wars along with other Zynga titles like FishVille, Vampires, Café World, YoVille and Zynga Poker. 

In all, more than 65 million people play Zynga games every day, according to media tracking company Developer Analytics. 

Zynga's top title, FarmVille, is played by an estimated 75 million people each month --  roughly equal to the number who have played the classic arcade and desktop game Tetris during its entire existence. 

The massive growth was satisfying but not altogether surprising to Pincus, whose previous startups had included Freeloader, a Web-based information-gathering service; tech-support company SupportSoft; and Tribe.net, an early social networking site from 2003. 

He said that starting the game company, which he named after his late English bulldog, was an effort to fill what he considered a surprising void in most people's daily Internet use. 

""I thought in 2007 that something had gone oddly wrong with the whole Internet experience,"" Pincus said. ""I would have thought games would have been one of the top two or three experiences people had on the Internet."" 

What Pincus got right, according to gaming expert Scott Steinberg, was a sort of return to the ""golden era"" of games like Pac-man and Super Mario Bros. 

""Video games actually appealed to a huge cross-section. They appealed to everybody,"" said Steinberg, publisher of DigitalTrends.com. ""What happened is, as we went through the mid-'80s to the mid-2000s, you started to see gaming become more incestuous in terms of 18- to 34-year-old males making games for people just like them."" 

By contrast, three of Zynga's top five games -- FarmVille, Café World and FishVille -- have mostly female players, with many players outside the traditional 18- to 34-year-old range. 

Those games all operate on the same basic premise. Starting with a simple farm, fish tank or restaurant, the player works to make it bigger and fancier, sharing items with friends and helping each other along the way. 

Some of Zynga's early titles simply mirrored existing board and card games. It was Mafia Wars -- in which players team up to whack other gangs -- that first exhibited what would become the hallmarks of social gaming: simple, single-player action that's enhanced by teamwork. 

With FarmVille, that formula would become complete. 

Players plant virtual crops that can be harvested hours, or days, later. Along the way, they invite online friends to become their neighbors and help each other by sending gifts or helping with the farming. There's no way to ""win,"" but players take satisfaction in building big, fancy farms that they can showcase to their friends. 

""A farm is something that is internationally understood and known. It's cross",facebook,news-qa-summarization
NEWS_0448,"(CNN) -- She's only 23, but Deepika Padukone is already living a life millions would envy. From calendar model to Bollywood big-time: Deepika Padukone. The model-turned-actress was spotted in a music video and then cast in one of the biggest grossing films in Bollywood history. She still only has three movies under her belt, but star status has already been bestowed upon her. With no family connections to the film industry and not being from Mumbai, Padukone traveled a route to movie stardom millions could only dream of. After deciding to become a model at the age of 16, she was picked out of a music video by acclaimed director Farah Khan and cast in her next film opposite Shahrukh Khan. ""Om Shanti Om"" went on to become not only a hit in India, but also gained wider acclaim among western audiences. ""I completely didn't expect it. When I met Farah I thought she was joking. And at that point it seemed too good to be true. Shahrukh is someone who I've grown up watching, and I didn't think that I deserve being a part of such a huge film. It's only later, when I met Shahrukh and when things actually started happening, when I realized that this is for real,"" she told CNN. Despite her meteoric rise to fame and work on some big budget films she believes she's learning the job of being an A-list Bollywood actress. ""I had great debut, a successful film, but after that...I would think it's quite difficult to choose the right film. You never know what's right and what's wrong,"" she said. ""Things for me changed quite overnight, actually. I remember a couple of months before the film release, not too many people knew me. In November 2007 when my film released and immediately after that I had to travel to New York, to Dubai and to London, and suddenly everyone on the streets started recognizing me, especially the Indians. That's when I realized that things have changed."" With the public attention has come the inevitable media spotlight on her private life. She says she never experienced the ""casting couch"" but is consistently romantically linked with other Bollywood stars, and there were rumors about a relationship with Indian cricketer MS Dhoni. ""As someone who didn't know how to deal with it, yes it was really difficult for me initially to read about myself or to read about things that are untrue. But I think slowly you start learning to deal with these things."" Padukone's father was a professional badminton player, and she played too as a teenager, traveling across the country to compete in tournaments. But by her late teens she decided she wanted to be a model and got the full support of her parents. ""I trained, I lost some weight. I then got a portfolio done. I sent it to Bombay to a couple of agencies and waited for awhile. I think that period is really the most challenging. Because that's really the time that one can really go wrong. The waiting period. You can really make some wrong decisions and go completely wrong,"" she told CNN. ""I had the support of my family. I didn't get carried away. I think I was patient enough to wait for the right assignment to come my way."" As a model she appeared in commercials and music videos. Since her move into the movie business more commercial endorsements have come her way, but in an industry notorious for its high turnover of starlets she is aware that for actresses there is often a limited shelf-life. ""For me my life now is my work. But I know that at some point I will have to have a life beyond my work. And I know that today there's me, tomorrow there will be someone else. Maybe I'll be here for 5 years, maybe I'll be here for many, many years. ""I'm definitely going to work hard and make sure that I",music video,news-qa-summarization
NEWS_0449,"(CNN) -- Pop star Michael Jackson will avoid foreclosure on his Neverland Ranch property with a new loan, a Jackson insider told CNN Wednesday. Michael Jackson owes millions of dollars on his sprawling property in the Santa Ynez Valley in California. Documents show that Neverland Ranch in Los Olivos, California, is scheduled for a public auction on March 19 at Santa Barbara's downtown courthouse. But the Jackson source said that won't happen. ""Michael Jackson's ranch is not going to be auctioned off at the courthouse,"" the Jackson insider said. ""The financing is all being worked out."" ""There are plenty of lenders willing to work with him. The real estate market is very bad right now and Jackson is being affected just like many other Americans,"" the source said. The Santa Barbara County Recorder's Web site lists a ""notice of trustees sale"" by Jackson and his property lenders, Financial Title Company, filed Monday. In California, title companies typically represent lenders in foreclosure cases. A notice of trustees sale cannot be posted earlier than 90 days after a notice of default is filed. That notice is not filed unless a loan is in substantial default, sometimes six months or more past due. A real estate source inside Santa Barbara County said the trustees filing is only the first step in a long process that could drag on for months. The real estate source said other options are available to Jackson, including selling the ranch directly to another party or making a payment on his $24.5 million Neverland debt that would satisfy the trustee. The recorder's Web site also reveals there was a release of lien on Jackson on February 4, showing he paid off all or part of delinquent taxes to the state of California. ""It seems unlikely that someone would pay off back taxes, only to let the ranch go up for auction a few weeks later,"" said the real estate source. Jackson has not lived at Neverland since June 2005, after a Santa Barbara County jury found him not guilty of child molestation charges. E-mail to a friend",singer,news-qa-summarization
NEWS_0450,"New York (CNN) -- Emmy-winning ""Golden Girls"" actress Rue McClanahan died of a stroke in a New York hospital early Thursday, her manager said. She was 76. 

McClanahan, who suffered a cerebral hemorrhage last Monday, was surrounded by family when she died at New York-Presbyterian Hospital, according to manager Barbara Lawrence. 

The actress' career began on the New York stage in the 1950s, but her long television career was first boosted when producer Norman Lear cast McClanahan in his hit CBS series ""All in the Family"" in 1971. She appeared in Lear's ""Maude"" a year later. 

Her most memorable TV role was as Southern belle Blanche Devereaux on ""The Golden Girls,"" which ran from 1985 through 1992. McClanahan won an Emmy for best lead actress in a comedy in 1987. 

Betty White is the last surviving member of the four ""Golden Girls"" stars. 

""Rue was a close and dear friend,"" White said Thursday. ""I treasured our relationship. It hurts more than I even thought it would, if that's possible."" 

Estelle Getty passed away in 2008, and Bea Arthur died last year. 

McClanahan requested that no funeral be held for her, but memorial services will be announced for later this summer in New York and Los Angeles, California, Lawrence said. 

Fans can pay their respects online, a family statement said. 

""Please join us in celebrating Rue's amazing life"" by visiting a memorial page established for her on Facebook, the family said. 

McClanahan's last comedic TV role was in an episode of Tyler Perry's ""Meet the Browns,"" taped in 2009. 

She carried the Devereaux character to three other TV series, including ""The Golden Palace,"" ""Empty Nest"" and ""Nurses."" 

She was married six times and had one child. Her son, Mark Bish, was born in 1958 during a brief first marriage. 

Her present marriage to Morrow Wilson, starting in 1997, was her longest. Her book ""My First Five Husbands ... And the Ones Who Got Away"" was published in 2007. 

McClanahan was born in Healdton, Oklahoma, on February 21, 1934, to parents with Scottish and native American heritage. 

CNN's Jack Hannah contributed to this report.",emmy,news-qa-summarization
NEWS_0451,"(CNN) -- Those who knew Canadian folk musician Taylor Mitchell say her passion for her craft was matched by her affinity for nature. Fresh out of high school, she embarked upon a three-week tour of Eastern Canada earlier this month full of hope over her blossoming career and excited to explore the region with a new car and driver's license. The 19-year-old rising star was in between gigs when, according to a Nova Scotia Cape Breton Highlands National Park official, she was killed by coyotes during a hike on Tuesday afternoon. ""If there can be any comfort at all, it is knowing that Taylor was doing two of the things she loved most, sharing story and song on the road and spending time in nature's fold,"" her manager, Lisa Weitz said in an e-mail. ""She loved the woods and had a deep affinity for their beauty and serenity."" Mitchell was a ""seasoned naturalist"" well versed in wilderness camping who wouldn't want the coyotes responsible for her death to be killed, her mother said Thursday. ""When the decision had been made to kill the pack of coyotes, I clearly heard Taylor's voice say, 'please don't, this is their space.' She wouldn't have wanted their demise, especially as a result of her own. She was passionate about animals, was an environmentalist and was also planning to volunteer at the Toronto Wildlife Centre in the coming months,"" Emily Mitchell said in a statement Thursday. ""Tragically, it was her time to be taken from us so soon,"" the mother said. When she was 15, Mitchell began vocal lessons with her future producer, Michael Johnston. ""Taylor inspired and impressed everyone from her musical peers to members of the Canadian roots-music community who were two and three times her age,"" he said in a statement. ""They saw in her the rarest of the gifts -- an ability to sing not only from the heart, but in a way that transcended her age and experience and became something universal."" The Toronto-based musician's career began to take off earlier this year after the April release of her debut album, ""For Your Consideration."" She was nominated for Young Performer of the Year honors by the Canadian Folk Music Awards, which will be awarded in November. On her Facebook page, she detailed her busy summer performance schedule, describing it as her ""craziest summer yet."" In July, she said she took a Greyhound bus to perform in the Young Performers Program at the Winnipeg Folk Festival, her first show west of Ontario, which featured acts including Arlo Guthrie, Neko Case and Elvis Costello. She played more shows in the Toronto area, relishing the airplay her album was receiving, and worked on songs for her next album, Weitz said. Yet she managed to return to nature with her aunt, mother and best friend at the family cottage in Owen Sound, Ontario, delighting in its simple joys. ""Our cottage is on the shores of Georgian bay. It's 125 years old with three bedrooms that sleep two and one bedroom that sleeps four, plus a bunkhouse. It's old and creaky and absolutely beautiful. As I sit on my couch in my apartment, I'm homesick for the precariously slanted stairs, tennis courts, lake and wonderful memories,"" Mitchell said on her Facebook page. Before she set out eastward for her tour of the Maritimes, she shared her works in progress at the Ontario Council of Folk Music conference in Ottawa, impressing all those in attendance, Weitz said. ""Taylor Mitchell's vocal style and consummate songwriting craft belied her vernal years. Indeed, her songs told the tales of a seeker, a sojourner with a sage wisdom atypical of most, let alone one of such tender years,"" Weitz said. On her Facebook page, she had begun counting down the days to her East Coast tour in September, saying in a September 18 status update that she was ""feeling the pull of the road."" In her",musician,news-qa-summarization
NEWS_0452,"(InStyle.com) -- From barefoot tomboy to fashion supernova, fearless pop renegade Rihanna lives to bust all the rules. ""I love the heavy chain over this pretty dress -- it's exactly the way I would do it,"" says Rihanna. What are some rules you'd like to crush? The idea of not wearing brown and black together seems so dated. The other day I wore a black T-shirt, black Nobody jeans, a brown leopard-print belt by Dolce & Gabbana, and brown Giuseppe Zanotti shoes, and it looked awesome. Also the rule about not matching your makeup to your outfit. I do that onstage, matching red lipstick to a bright red jacket or neon-pink eye shadow to a pink jumpsuit. And I also love to mix prints. We've had the Meg, the Jennifer, and now people ask for the Rihanna at salons. Will you be switching it up again? The first time I heard people were asking for the Rihanna, it was really flattering and maybe a little strange. It caught me by surprise, but now I feel it's a very cool thing. I don't feel the pressure to change it up again at all. I like it, as they like it. Can you talk about your style obsessions and how your look has evolved over the years? It has evolved without my even noticing it. Lately I'm obsessed with Thierry Mugler... Grace Jones inspires me. She is the most iconic woman ever, in my eyes. She has extraordinary style and she's fearless. I love designer Martin Margiela; Kanye West told me about him. I also like Dsquared, Chloé, Zac Posen... But you weren't always a fashion maven? Growing up in Barbados, you were a tomboy. I wore my brother's clothes, dresses with sneakers, or no shoes at all. I would always get into trouble with my mom. She would say things to scare me like, ""You're going to get cut!"" But I couldn't help it. I would climb trees, steal mangoes, catch birds--silly things that were fun to us at the time. My cousin and I were the only girls in the group. We would have to stand up for ourselves because the guys didn't want us around. You stood out in Barbados because of your light complexion. Do you remember having trouble fitting in at school? Definitely. It made me angry... For the first six years of school, I would go home traumatized. The harassment continued to my very last day of elementary school. High school was better. I read that your mom owns a boutique and your dad works at a garment factory -- it seems you have the Rihanna fashion line already partly sewn up. [Giggles] Well I am working on that right now. It takes a lot of effort, and I want to be involved with every step of the process. What do you do for kicks in L.A.? I don't go out much. I'm moving into a new four-bedroom home in Los Feliz that I'm excited about. Parts of it will be inspired by India. I love things like canopy beds, printed fabrics and Spanish touches. Then I can stay at home and cook West Indian dishes like callaloo [stewed greens]. But I do want a sports car--as soon as I get my license. Who knew you were so domestic. Wait a minute. You're such a rebel. In the video for ""Take a Bow,"" you drive a car. I have my Barbadian license, just not my American one. How will you celebrate your 21st birthday? Don't scare me! I have till February. I feel like I have so much more to accomplish before I'm 21. No party plans yet. Many showbiz types say, ""Don't ever read your own press,"" but you do, even the online stuff. What's the kookiest thing you've read about yourself? The Grammy thing -- that",singer,news-qa-summarization
NEWS_0453,"(CNN) -- As ""The Dark Knight's"" crusading District Attorney Harvey Dent vigorously tries to combat Gotham City's crime spree, he quotes the old saying: ""The night is always darkest before the dawn."" 

The late Heath Ledger plays the Joker in ""The Dark Knight,"" a performance already garnering raves. 

But the dawn may have been the brightest time for ""The Dark Knight,"" which was scheduled to have about 3,000 late-night showings, including almost 100 showings at 3 and 6 a.m. Friday, according to Fandango.com spokesman Harry Medved. 

Medved said he couldn't remember the last time there were more than two or three such showings in the middle of the night -- usually in New York or Los Angeles. 

""Isn't that when people are just thinking about waking up and going to Starbucks?"" Medved asked. ""I predict coffee sales will increase tomorrow."" 

With the film's running time of two and a half hours, Medved is declaring ""The Dark Knight's"" opening day Dark Friday, predicting that attendance at work could be dramatically down. 

During a survey given to people who buy tickets through Fandango.com, 38 percent of those who are working said they would be taking either some time or the day off to see the movie. 

According to MovieTickets.com, ""Dark Knight"" sold out more than 150 performances in Los Angeles and New York alone. 

The midnight show times were not just for major movie centers, either. Medved said cities such as Fresno, California; Orlando, Florida; and towns in Minnesota are hosting early-morning showings. 

Enthusiasts showed up in groups, some dressed head to toe in costume to celebrate the movie's release. The midnight showing at the 428-seat Henry Ford IMAX theater in Detroit sold out in less than a week, according to the Detroit Free Press. One group attending the showing, which was preceded by a costume party, showed up with a homemade version of the Batmobile and outfits representing nearly every major Batman character. 

The film also opened Thursday in Australia and Wednesday in Taiwan. It will be released in Japan on August 9. See when the film is opening around the world 

""The Dark Knight"" has risen to second place on Fandango.com's all-time list of advance tickets sales, second only to ""Star Wars Episode III: Revenge of the Sith."" ""The Dark Knight"" tickets represent 94 percent of Fandango's sales, Medved said. 

Interest is high at IMAX theaters, too, especially because six film sequences were shot with IMAX cameras. 

And it's not just the movie business that were looking to cash in on the blockbuster. Corporate America hopes to capitalize on the hype, too, with Dominos offering a Gotham City pizza and Comcast showing behind-the-scenes movie footage and interviews with the cast and filmmakers via its On Demand service. 

As fans left the midnight screenings, the hype surrounding the movie has only continued to build. The film is even earning Oscar buzz, thanks to the late Heath Ledger's performance as the Joker. 

Moviegoers purchasing tickets on Fandango echoed those sentiments, with 53 percent saying his performance was their main motivation for seeing the film. 

Ledger's performance has been hailed as ""indelible"" (Los Angeles Times' Kenneth Turan), ""powerful"" (The Washington Post's Stephen Hunter, in an overall mixed review) and ""mesmerizing"" (CNN.com's Tom Charity); clips of his character have dominated the movie's marketing campaign.  See how Ledger made the joker his own » 

His absence was conspicuous Monday at the New York premiere, his co-stars noted. 

""He should be here, shouldn't he? Because this is his big moment; because he is the most amazing thing in the picture,"" said Michael Caine, who plays Bruce Wayne's butler, Alfred. ""And it's not because he's dead or something and everyone's concentrating on him. He would have been the most amazing thing in the picture anyway."" 

Caine also praised the late actor's commitment to immersing",movie,news-qa-summarization
